"occupation_id","evidence_id","employer_name","job_title","source_url","source_kind","task_statement","task_family_id","task_type","importance","frequency","review_status","source_confidence","notes"
"occ_23_1011_00","jd_law_01","Alchemy","Associate General Counsel","https://boards.greenhouse.io/embed/job_app?token=4556627005","public_job_posting","Guide product, engineering, and business teams on launches or operational changes by translating evolving regulations into practical decisions and approval steps.","cluster_decision_support","Core","0.86","0.62","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=law_02|law_03|law_05"
"occ_43_3031_00","jd_bk_02","Solar Landscape","Accounts Payable Specialist","https://jobs.lever.co/solarlandscape/09e82e2b-f8e7-4225-9591-0cfe16b56e1e","public_job_posting","Reconcile vendor accounts, statements, and ledger balances and resolve discrepancies against purchase orders and approvals.","cluster_qa_review","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_01|bk_02|bk_04"
"occ_43_3031_00","jd_bk_03","Promethean","Specialist II, Accounts Payable","https://jobs.lever.co/prometheanworld/f3e69ad6-19ca-494d-bacd-388094bf75a5","public_job_posting","Prepare payment runs, employee expense audits, and month-end or close-support tasks under internal-control requirements.","cluster_coordination","Core","0.80","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_02|bk_03|bk_04"
"occ_43_3031_00","jd_bk_04","Gridware","Payroll & AP Operations Specialist","https://jobs.lever.co/gridware/f05d7d94-0525-44d1-aa1e-fa105ca32cd0","public_job_posting","Coordinate with vendors, finance teams, and internal stakeholders to maintain AP records, resolve exceptions, and keep finance operations current.","cluster_coordination","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_01|bk_03|bk_04"
"occ_43_3031_00","jd_bk2_01","Gridware","Payroll & AP Operations Specialist","https://jobs.lever.co/gridware/f05d7d94-0525-44d1-aa1e-fa105ca32cd0","public_job_posting","Maintain vendor master data, tax forms, and payment instructions so payables records stay compliant and ready for audit or close review.","cluster_workflow_admin","Core","0.78","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=bk_01|bk_04"
"occ_43_3031_00","jd_bk2_02","Promethean","Specialist II, Accounts Payable","https://jobs.lever.co/prometheanworld/f3e69ad6-19ca-494d-bacd-388094bf75a5","public_job_posting","Investigate duplicate invoices, unapplied credits, and approval exceptions and route unresolved issues to the right finance owner.","cluster_decision_support","Core","0.80","0.50","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=bk_02|bk_03|bk_04"
"occ_43_3031_00","jd_bk2_03","Solar Landscape","Accounts Payable Specialist","https://jobs.lever.co/solarlandscape/09e82e2b-f8e7-4225-9591-0cfe16b56e1e","public_job_posting","Assemble aging snapshots, accrual backup, and close-support schedules so controllers can review open liabilities and payment timing.","cluster_analysis","Core","0.76","0.44","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=bk_02|bk_03|bk_04"
"occ_43_3031_00","jd_bk2_04","Empire State Realty Trust","Accounts Payable Specialist","https://jobs.lever.co/esrtreit/b9ee8574-ae7f-4f2f-8ddc-5fa50dde9c72","public_job_posting","Check payment files, approval chains, and supporting documents against policy before funds are released or exceptions are cleared.","cluster_qa_review","Core","0.82","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=bk_01|bk_02|bk_04"
"occ_43_9061_00","jd_oc_01","August Bioservices","Office Coordinator","https://jobs.lever.co/AugustBioservices/0cd9771b-47f8-444f-9dae-a17e1226df74","public_job_posting","Manage front-desk flow, greet visitors, route calls or messages, and maintain a professional first point of contact for the office.","cluster_client_interaction","Core","0.82","0.70","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_01|oc_02|oc_03"
"occ_43_9061_00","jd_oc_02","Valinor","Office Admin","https://jobs.lever.co/valinor/80aabcd7-095d-4e48-94ca-5cdae4a42e12","public_job_posting","Coordinate office vendors, facilities issues, supply requests, and day-to-day workplace operations so routine needs are handled quickly.","cluster_coordination","Core","0.80","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_01|oc_02|oc_04"
"occ_43_9061_00","jd_oc_03","Coates Group","Office Coordinator","https://jobs.lever.co/coatesgroup/73e5a92b-3811-467c-8da7-94c806933ac9","public_job_posting","Support onboarding, office events, internal announcements, and other routine logistics that keep shared office workflows running.","cluster_coordination","Core","0.78","0.62","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_01|oc_02|oc_03"
"occ_43_9061_00","jd_oc_04","Centuria","Administrative Assistant","https://jobs.lever.co/centuria/450e6928-3dce-4b2a-923d-14ac9ee70c90","public_job_posting","Maintain routine records, reports, time-and-attendance support, and general clerical requests across office teams.","cluster_documentation","Core","0.78","0.68","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_02|oc_03|oc_04"
"occ_43_9061_00","jd_oc2_01","Centuria","Administrative Assistant","https://jobs.lever.co/centuria/450e6928-3dce-4b2a-923d-14ac9ee70c90","public_job_posting","Receive, sort, and route incoming forms, mail, records requests, and internal tickets to the correct department or owner.","cluster_workflow_admin","Core","0.80","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=oc_01|oc_04"
"occ_43_9061_00","jd_oc2_02","August Bioservices","Office Coordinator","https://jobs.lever.co/AugustBioservices/0cd9771b-47f8-444f-9dae-a17e1226df74","public_job_posting","Check completed forms, data entries, and routine paperwork for completeness before records are filed or requests move forward.","cluster_qa_review","Core","0.78","0.58","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=oc_01|oc_03|oc_04"
"occ_43_9061_00","jd_oc2_03","Valinor","Office Admin","https://jobs.lever.co/valinor/80aabcd7-095d-4e48-94ca-5cdae4a42e12","public_job_posting","Track recurring deadlines, supply budgets, and simple office reports so managers can see status and act on exceptions.","cluster_decision_support","Core","0.74","0.52","reviewed_for_gap_fill","0.78","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=oc_02|oc_03|oc_04"
"occ_43_9061_00","jd_oc2_04","Coates Group","Office Coordinator","https://jobs.lever.co/coatesgroup/73e5a92b-3811-467c-8da7-94c806933ac9","public_job_posting","Escalate facilities, access, equipment, or staffing issues to the right partner and follow them through to resolution.","cluster_coordination","Core","0.76","0.60","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=oc_01|oc_02|oc_03"
"occ_43_6014_00","jd_adm_01","HCVT","Administrative Assistant","https://jobs.lever.co/hcvt/37f4cd45-5594-4c7e-b46f-ea11306c3d2c","public_job_posting","Manage calendars, meetings, travel, and expense reporting for supported leaders while keeping routine administrative work moving.","cluster_coordination","Core","0.82","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_01|adm_02|adm_03"
"occ_43_6014_00","jd_adm_02","Stand Together","Senior Administrative Assistant, Strategic Partnerships","https://jobs.lever.co/standtogether/8ab01976-3946-4e86-97c3-f87ff9ccf172","public_job_posting","Prepare correspondence, agendas, presentations, and meeting materials and keep confidential administrative records organized.","cluster_documentation","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_01|adm_02|adm_04"
"occ_43_6014_00","jd_adm_03","Lessen","Senior Administrative Assistant","https://jobs.lever.co/lessen/340d28dc-5c56-422b-ab3c-646b680f9540","public_job_posting","Track follow-ups, deadlines, and internal workflow requests across teams so managers and staff stay aligned on routine operations.","cluster_coordination","Core","0.78","0.58","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_02|adm_03|adm_04"
"occ_43_6014_00","jd_adm_04","SAIT","Administrative Assistant","https://jobs.lever.co/sait/893f4b4c-749e-4235-8e9e-612a985c3a99","public_job_posting","Handle minutes, confidential records, service requests, and other recurring support tasks with discretion and procedural consistency.","cluster_qa_review","Core","0.78","0.56","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_01|adm_03|adm_04"
"occ_43_6011_00","jd_ea_01","Sonatype","Executive/Administrative Assistant","https://jobs.lever.co/sonatype/fd7f1d78-42fa-4330-98d3-e0fb6c587baf","public_job_posting","Act as a gatekeeper and scheduling partner for executives by sequencing calendars, communications, travel, and changing priorities.","cluster_relationship_management","Core","0.82","0.64","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_01|ea_02|ea_03"
"occ_43_6011_00","jd_ea_02","KIND","Executive Administrative Assistant","https://jobs.lever.co/supportkind/686ff7d3-4771-4ffc-bb24-4d484370748a","public_job_posting","Prepare executive-office materials, event logistics, expense support, and follow-up systems for leadership and external stakeholders.","cluster_documentation","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_01|ea_02|ea_04"
"occ_43_6011_00","jd_ea_03","e.l.f. Beauty","Executive Assistant","https://jobs.lever.co/elfbeauty/3ba0b07b-a0a4-40cd-b617-3575c3444f08","public_job_posting","Coordinate board, leadership, and cross-functional interactions while handling highly sensitive information with discretion.","cluster_client_interaction","Core","0.80","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_01|ea_03|ea_04"
"occ_43_6011_00","jd_ea_04","Filevine","Executive Assistant to the CMO","https://jobs.lever.co/filevine/aef2dd52-210b-46f9-95d3-b247cd4a0131","public_job_posting","Track action items, align departments, and extend executive decision cadence through project coordination and operational follow-through.","cluster_oversight_strategy","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_02|ea_03|ea_04"
"occ_43_6011_00","jd_ea2_01","Sonatype","Executive/Administrative Assistant","https://jobs.lever.co/sonatype/fd7f1d78-42fa-4330-98d3-e0fb6c587baf","public_job_posting","Screen inboxes, requests, and briefing materials for executives and surface what needs immediate attention, prep, or delegation.","cluster_decision_support","Core","0.70","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=ea_01|ea_02|ea_03"
"occ_43_6011_00","jd_ea2_02","e.l.f. Beauty","Executive Assistant","https://jobs.lever.co/elfbeauty/3ba0b07b-a0a4-40cd-b617-3575c3444f08","public_job_posting","Prepare meeting briefs, board packets, and decision-ready background materials before leadership conversations and travel.","cluster_decision_support","Core","0.62","0.50","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=ea_02|ea_03|ea_04"
"occ_43_6011_00","jd_ea2_03","KIND","Executive Administrative Assistant","https://jobs.lever.co/supportkind/686ff7d3-4771-4ffc-bb24-4d484370748a","public_job_posting","Monitor confidential deadlines, approvals, and cross-functional commitments and flag misses before they create executive risk.","cluster_qa_review","Core","0.66","0.48","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=ea_01|ea_02|ea_04"
"occ_43_6011_00","jd_ea2_04","Filevine","Executive Assistant to the CMO","https://jobs.lever.co/filevine/aef2dd52-210b-46f9-95d3-b247cd4a0131","public_job_posting","Coordinate special projects or leadership initiatives across departments while maintaining discretion, follow-through, and executive context.","cluster_coordination","Core","0.64","0.54","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_admin_2026_03|source_refs=ea_01|ea_03|ea_04"
"occ_11_3031_00","jd_fm_01","Curri","Financial Manager, FP&A","https://jobs.lever.co/curri/5ed5d4b7-fc0c-41ff-b91f-7676b162d9b9","public_job_posting","Build budgets, forecasts, and scenario plans that turn operating assumptions into decision-ready finance views for leadership.","cluster_decision_support","Core","0.82","0.60","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=fm_01|fm_03"
"occ_11_3031_00","jd_fm_02","Curri","Financial Manager, FP&A","https://jobs.lever.co/curri/5ed5d4b7-fc0c-41ff-b91f-7676b162d9b9","public_job_posting","Prepare KPI reporting, variance analysis, and performance reviews that explain what moved results and what needs intervention.","cluster_analysis","Core","0.82","0.58","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=fm_01|fm_02"
"occ_11_3031_00","jd_fm_03","Paytm","Business Finance - Process Re-Engineering","https://jobs.lever.co/paytm/c67a41ca-812b-40f8-a544-91e87ee31d1a","public_job_posting","Partner with business, operations, and finance teams to align performance reviews, planning cycles, and operating follow-through.","cluster_coordination","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=fm_01|fm_03"
"occ_11_3031_00","jd_fm_04","Aleph","Finance Manager (Reporting and Compliance Team) - APAC","https://jobs.lever.co/aleph/817e2f25-995c-486f-9068-784d0bb7a933","public_job_posting","Run reporting controls, audit support, and compliance checks that keep finance outputs reliable under internal and external scrutiny.","cluster_qa_review","Core","0.80","0.54","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=fm_02|fm_03"
"occ_15_1232_00","jd_its_01","Regard","IT Support Specialist","https://jobs.lever.co/Regard/7eed12a2-3c1f-4212-91ec-448146209bf5?lever-source%5B%5D=jobs.tenoneten.net","public_job_posting","Troubleshoot end-user hardware, software, network, and access issues across deskside and remote support channels.","cluster_client_interaction","Core","0.84","0.70","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=its_01|its_02|its_03"
"occ_15_1232_00","jd_its_02","Ridgeline","Senior IT Support Specialist","https://boards.greenhouse.io/embed/job_app?token=6688296003","public_job_posting","Manage ticket queues, escalations, and issue follow-through so incidents are routed, resolved, and closed with usable status updates.","cluster_coordination","Core","0.80","0.68","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=its_01|its_03"
"occ_15_1232_00","jd_its_03","Xsolla","Technical Support Specialist","https://jobs.lever.co/xsolla/f3f1fd7b-65eb-4245-9f9b-ef332f832def?lever-source=Indeed","public_job_posting","Provision devices, accounts, permissions, and asset records so employees can work securely and IT inventory stays current.","cluster_workflow_admin","Core","0.78","0.64","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=its_01|its_02|its_03"
"occ_15_1232_00","jd_its_04","Xsolla","Technical Support Specialist","https://jobs.lever.co/xsolla/f3f1fd7b-65eb-4245-9f9b-ef332f832def?lever-source=Indeed","public_job_posting","Document recurring fixes, onboarding steps, support procedures, and knowledge-base guidance so common issues can be resolved faster.","cluster_documentation","Core","0.76","0.60","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=its_02|its_03"
"occ_13_1023_00","jd_proc_01","Achievers","Procurement Specialist","https://jobs.lever.co/achievers/5d2d527d-fc92-4927-9ca0-9ef383124d31","public_job_posting","Collect quotes, compare vendors, and negotiate purchasing terms so internal buyers can choose acceptable options on cost, timing, and fit.","cluster_decision_support","Core","0.82","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=proc_01|proc_03"
"occ_13_1023_00","jd_proc_02","Last Energy","Procurement Specialist","https://jobs.lever.co/last-energy/799a912f-2096-4bdb-9589-3bcae79dccba","public_job_posting","Issue purchase orders and maintain supplier, contract, and procurement records so requests move through approvals without losing traceability.","cluster_workflow_admin","Core","0.80","0.64","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=proc_01|proc_03"
"occ_13_1023_00","jd_proc_03","Last Energy","Procurement Specialist","https://jobs.lever.co/last-energy/799a912f-2096-4bdb-9589-3bcae79dccba","public_job_posting","Coordinate internal requirements, delivery timing, approvals, and exception handling across requesters, finance, and suppliers.","cluster_coordination","Core","0.78","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=proc_01|proc_02|proc_03"
"occ_13_1023_00","jd_proc_04","Neko Health","IT Procurement Specialist","https://jobs.lever.co/nekohealth/4a2c60a6-42ef-4a34-9c90-78fcd44a20c2","public_job_posting","Monitor supplier performance, pricing, cycle-time metrics, and policy compliance so procurement problems are visible before they escalate.","cluster_analysis","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=proc_01|proc_02"
"occ_13_1031_00","jd_clm_01","Reserv","Cargo Claims Adjuster","https://boards.greenhouse.io/embed/job_app?token=4742699008","public_job_posting","Investigate claims by collecting statements, records, and other evidence needed to establish what happened and what is supportable.","cluster_research_synthesis","Core","0.80","0.62","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=clm_01|clm_02|clm_03"
"occ_13_1031_00","jd_clm_02","Applied Underwriters","Commercial Claims Adjuster","https://jobs.lever.co/auw/68fee0f1-e03f-43b6-ab15-730332e616d7","public_job_posting","Interpret coverage, apply policy terms, and recommend claim decisions or reserves under legal and company guidelines.","cluster_decision_support","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=clm_01|clm_02"
"occ_13_1031_00","jd_clm_03","Berkshire Hathaway Homestate Companies","Senior Claims Adjuster - Workers Compensation","https://jobs.lever.co/bhhc/6db13642-6409-402a-ae59-684767781111","public_job_posting","Coordinate claim vendors, counsel, repair partners, and internal stakeholders so complex files keep moving toward resolution.","cluster_coordination","Core","0.76","0.54","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=clm_02|clm_03"
"occ_13_1031_00","jd_clm_04","Berkshire Hathaway Homestate Companies","Senior Claims Adjuster - Workers Compensation","https://jobs.lever.co/bhhc/6db13642-6409-402a-ae59-684767781111","public_job_posting","Maintain claim documentation, notices, filings, and compliance trail requirements so regulated claim handling stays complete and auditable.","cluster_documentation","Core","0.78","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=clm_02|clm_03"
"occ_13_1031_00","jd_clm2_01","Berkshire Hathaway Homestate Companies","Senior Claims Adjuster - Workers Compensation","https://jobs.lever.co/bhhc/6db13642-6409-402a-ae59-684767781111","public_job_posting","Review medical, repair, wage, or vendor estimates against file facts and policy rules before approving payments or reserve changes.","cluster_qa_review","Core","0.78","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=density_pass_boundary_2026_03|source_refs=clm_01|clm_02|clm_03"
"occ_13_1031_00","jd_clm2_02","Applied Underwriters","Commercial Claims Adjuster","https://jobs.lever.co/auw/68fee0f1-e03f-43b6-ab15-730332e616d7","public_job_posting","Explain coverage positions, settlement options, and next steps to claimants, brokers, or employers during difficult claim interactions.","cluster_client_interaction","Core","0.70","0.50","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_boundary_2026_03|source_refs=clm_01|clm_02|clm_03"
"occ_13_1031_00","jd_clm2_03","Reserv","Cargo Claims Adjuster","https://boards.greenhouse.io/embed/job_app?token=4742699008","public_job_posting","Analyze loss patterns, liability drivers, and reserve adequacy across open files so higher-risk claims are surfaced early.","cluster_analysis","Core","0.68","0.48","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_boundary_2026_03|source_refs=clm_01|clm_02"
"occ_13_1031_00","jd_clm2_04","Berkshire Hathaway Homestate Companies","Senior Claims Adjuster - Workers Compensation","https://jobs.lever.co/bhhc/6db13642-6409-402a-ae59-684767781111","public_job_posting","Manage diary deadlines, authority thresholds, and escalation timing so open claims stay within process and regulatory guardrails.","cluster_workflow_admin","Core","0.76","0.52","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=density_pass_boundary_2026_03|source_refs=clm_02|clm_03"
"occ_11_2022_00","jd_sm_01","HubSpot","Senior Manager, Sales","https://boards.greenhouse.io/embed/job_app?gh_src=240b46771&token=5831802","public_job_posting","Coach sales reps and enforce KPI, pipeline, and deal-review discipline so the team improves execution instead of just reporting activity.","cluster_oversight_strategy","Core","0.78","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=sm_01|sm_02"
"occ_11_2022_00","jd_sm_02","B-Stock","Sales Manager","https://boards.greenhouse.io/embed/job_app?token=5619110004","public_job_posting","Inspect forecasts, pipeline health, CRM data, and conversion patterns to identify where deals or reps need intervention.","cluster_analysis","Core","0.80","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=sm_01|sm_02|sm_03"
"occ_11_2022_00","jd_sm_03","Public","Sales Manager, High Net Worth","https://boards.greenhouse.io/embed/job_app?token=6629422003","public_job_posting","Shape territory, account, and deal strategy by helping reps choose priorities, messaging, and next-step decisions in live opportunities.","cluster_decision_support","Core","0.76","0.56","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=sm_02|sm_03"
"occ_11_2022_00","jd_sm_04","HubSpot","Senior Manager, Sales","https://boards.greenhouse.io/embed/job_app?gh_src=240b46771&token=5831802","public_job_posting","Coordinate recruiting, onboarding, and cross-functional deal support so team capacity and execution stay aligned with revenue goals.","cluster_coordination","Core","0.74","0.54","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=sixth_tranche_2026_03|source_refs=sm_01|sm_02|sm_03"
"occ_15_1212_00","jd_isa_01","Xpansiv","Information Security Analyst","https://jobs.lever.co/Xpansiv%20/6652760b-5fda-44dc-a3e6-2d853886bdf8","public_job_posting","Monitor, investigate, and respond to security alerts and incidents across endpoints, cloud systems, networks, and identity tools.","cluster_qa_review","Core","0.84","0.66","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=isa_01|isa_02|isa_03"
"occ_15_1212_00","jd_isa_02","ERG","Security Analyst","https://jobs.lever.co/erg/160089f5-7ccc-4ab1-8ae4-507b3676308c","public_job_posting","Run vulnerability assessments, security audits, remediation tracking, and risk reviews so weaknesses are found and prioritized early.","cluster_analysis","Core","0.82","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=isa_01|isa_03"
"occ_15_1212_00","jd_isa_03","Pano AI","Senior Security Analyst","https://jobs.lever.co/pano/1b8a00d7-12bf-41d3-836b-7cc4ff4b645c","public_job_posting","Develop and maintain security policies, standards, awareness materials, and compliance evidence for frameworks such as SOC 2 and ISO 27001.","cluster_documentation","Core","0.76","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=isa_01|isa_02"
"occ_15_1212_00","jd_isa_04","Xpansiv","Information Security Analyst","https://jobs.lever.co/Xpansiv%20/6652760b-5fda-44dc-a3e6-2d853886bdf8","public_job_posting","Coordinate with IT, DevOps, and engineering teams to implement secure configurations, access controls, and incident remediation work.","cluster_coordination","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=isa_01|isa_02|isa_03"
"occ_11_3021_00","jd_itm_01","Lendbuzz","Senior IT Manager","https://jobs.lever.co/lendbuzz/97053467-b569-4c62-b6fc-2c36d5b05e15","public_job_posting","Set IT roadmap, budget priorities, vendor strategy, and service standards so technology operations scale with business goals.","cluster_oversight_strategy","Core","0.82","0.54","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=itm_01|itm_02|itm_03"
"occ_11_3021_00","jd_itm_02","TKDA","Information Technology (IT) Manager","https://jobs.lever.co/tkda/194b5163-339b-4dc1-ac22-5a9a767ec99c","public_job_posting","Lead IT staff, service management, onboarding and offboarding, and project delivery across a growing organization.","cluster_coordination","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=itm_01|itm_02"
"occ_11_3021_00","jd_itm_03","C12 Quantum Electronics","IT Manager","https://jobs.lever.co/c12qe/9656afb1-fc0f-4137-8cfb-e403ca898267","public_job_posting","Own endpoint, identity, network, and access-control administration so employees can work securely on reliable systems.","cluster_workflow_admin","Core","0.82","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=itm_01|itm_02|itm_03"
"occ_11_3021_00","jd_itm_04","Lendbuzz","Senior IT Manager","https://jobs.lever.co/lendbuzz/97053467-b569-4c62-b6fc-2c36d5b05e15","public_job_posting","Run incident, request, change, and compliance review loops and improve reporting, automation, and operational resilience.","cluster_qa_review","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=itm_01|itm_03"
"occ_13_2072_00","jd_lo_01","RenoFi","Loan Officer","https://jobs.lever.co/renofi/7a2fc1fe-9854-454d-b39e-60e211c7949c","public_job_posting","Interview borrowers, explain financing options, collect application details, and qualify customers against lending needs and fit.","cluster_client_interaction","Core","0.82","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=lo_01|lo_02|lo_03"
"occ_13_2072_00","jd_lo_02","GoodLeap","Senior Loan Officer, Mortgage","https://jobs.lever.co/goodleap/4d84b823-345e-408f-96f6-fde52b3fd9b4","public_job_posting","Evaluate borrower information and recommend loan structures that fit program rules, risk constraints, and customer circumstances.","cluster_decision_support","Core","0.84","0.58","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=lo_01|lo_02|lo_03"
"occ_13_2072_00","jd_lo_03","Better","Licensed Loan Officer - Texas","https://jobs.lever.co/better/13e5da2e-4351-4c2d-9020-fe041ffaea77","public_job_posting","Manage the active loan pipeline with processors, underwriters, and closing partners so files move from application to funding.","cluster_coordination","Core","0.80","0.62","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=lo_01|lo_02|lo_03"
"occ_13_2072_00","jd_lo_04","Better","Licensed Loan Officer - Texas","https://jobs.lever.co/better/13e5da2e-4351-4c2d-9020-fe041ffaea77","public_job_posting","Maintain disclosures, loan-origination-system records, and regulated documentation so applications remain complete and compliant.","cluster_documentation","Core","0.78","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=lo_02|lo_03"
"occ_43_3021_00","jd_bil_01","Sonar","Billing Operations Specialist","https://jobs.lever.co/sonarsource/294fa7e9-0f14-4ed8-880b-6b165e7b4318","public_job_posting","Process orders, generate invoices, and maintain billing schedules so quote-to-cash work moves accurately through the system.","cluster_workflow_admin","Core","0.84","0.70","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=seventh_tranche_2026_03|source_refs=bil_01|bil_02|bil_03"
